sample_index,t_elapsed_sec,raw_lat,raw_lon,raw_enu_e,raw_enu_n,raw_speed_mps,raw_course_deg,raw_hdop,raw_sats,gnss_age_sec,filt_lat,filt_lon,filt_enu_e,filt_enu_n,filt_speed_mps,filt_course_deg,filt_ve,filt_vn,is_filtered,filter_mode,innovation_dist_m,displacement_m,accepted_count,rejected_count,reseed_count,filter_gnss_age_sec
833,166.4,12.9356872,77.6208558,4.513,7.759,1.83,,1.37,6,0.64,12.9357127,77.6208523,4.134,10.598,1.74,0.7,0.021,1.74,True,moving,0.06,0.48,632,0,2,0.55
834,166.6,12.9356872,77.6208558,4.513,7.759,1.83,,1.37,6,0.84,12.9357161,77.6208523,4.134,10.976,1.74,0.7,0.021,1.74,True,moving,0.06,0.48,632,0,2,0.75
835,166.8,12.9357093,77.6208562,4.557,10.219,1.83,,1.73,6,0.04,12.9357194,77.6208523,4.134,11.343,1.74,0.7,0.021,1.74,True,moving,0.06,0.48,632,0,2,0.95
836,167.0,12.9357093,77.6208562,4.557,10.219,1.83,,1.73,6,0.24,12.9357195,77.6208533,4.242,11.355,1.82,0.1,0.003,1.82,True,moving,0.3,1.55,633,0,2,0.09
837,167.2,12.9357093,77.6208562,4.557,10.219,1.83,,1.73,6,0.44,12.935723,77.6208533,4.242,11.744,1.82,0.1,0.003,1.82,True,moving,0.3,1.55,633,0,2,0.29
838,167.4,12.9357093,77.6208562,4.557,10.219,1.83,,1.73,6,0.64,12.9357264,77.6208533,4.242,12.123,1.82,0.1,0.003,1.82,True,moving,0.3,1.55,633,0,2,0.49
839,167.6,12.9357093,77.6208562,4.557,10.219,1.83,,1.73,6,0.84,12.9357299,77.6208533,4.242,12.512,1.82,0.1,0.003,1.82,True,moving,0.3,1.55,633,0,2,0.69
840,167.8,12.9357093,77.6208562,4.557,10.219,0.0,,1.73,6,0.04,12.9357279,77.620854,4.318,12.29,1.74,0.4,0.012,1.74,True,moving,0.55,2.7,634,0,2,0.04
841,168.0,12.9357093,77.6208562,4.557,10.219,0.0,,1.73,6,0.24,12.9357313,77.620854,4.318,12.668,1.74,0.4,0.012,1.74,True,moving,0.55,2.7,634,0,2,0.23
842,168.2,12.9357093,77.6208562,4.557,10.219,0.0,,1.73,6,0.45,12.9357346,77.620854,4.318,13.036,1.74,0.4,0.012,1.74,True,moving,0.55,2.7,634,0,2,0.45
843,168.4,12.9357093,77.6208562,4.557,10.219,0.0,,1.73,6,0.64,12.9357346,77.620854,4.318,13.036,1.74,0.4,0.012,1.74,True,moving,0.55,2.7,634,0,2,0.64
844,168.6,12.9357093,77.6208562,4.557,10.219,0.0,,1.73,6,0.84,12.9357381,77.620854,4.318,13.425,1.74,0.4,0.012,1.74,True,moving,0.55,2.7,634,0,2,0.84
845,168.8,12.9357192,77.620869,5.945,11.321,1.77,,1.73,6,0.04,12.9357415,77.6208541,4.329,13.804,1.74,0.4,0.012,1.74,True,moving,0.55,2.7,634,0,2,1.04
846,169.0,12.9357192,77.620869,5.945,11.321,1.77,,1.73,6,0.24,12.9357397,77.6208571,4.654,13.603,1.76,0.3,0.009,1.76,True,moving,0.64,3.28,635,0,2,0.15
847,169.2,12.9357192,77.620869,5.945,11.321,1.77,,1.73,6,0.44,12.9357431,77.6208571,4.654,13.982,1.76,0.3,0.009,1.76,True,moving,0.64,3.28,635,0,2,0.35
848,169.4,12.9357192,77.620869,5.945,11.321,1.77,,1.73,6,0.64,12.9357465,77.6208571,4.654,14.36,1.76,0.3,0.009,1.76,True,moving,0.64,3.28,635,0,2,0.56
849,169.6,12.9357192,77.620869,5.945,11.321,1.77,,1.73,6,0.84,12.9357499,77.6208572,4.665,14.739,1.76,0.3,0.009,1.76,True,moving,0.64,3.28,635,0,2,0.75
850,169.8,12.9357192,77.620869,5.945,11.321,0.0,,1.73,6,0.04,12.9357532,77.6208572,4.665,15.106,1.76,0.3,0.009,1.76,True,moving,0.64,3.28,635,0,2,0.96
851,170.0,12.9357192,77.620869,5.945,11.321,0.0,,1.73,6,0.24,12.935749,77.6208596,4.926,14.639,1.57,2.4,0.066,1.569,True,moving,0.9,4.36,636,0,2,0.08
852,170.2,12.9357192,77.620869,5.945,11.321,0.0,,1.73,6,0.44,12.935752,77.6208597,4.936,14.972,1.57,2.4,0.066,1.569,True,moving,0.9,4.36,636,0,2,0.28
853,170.4,12.9357192,77.620869,5.945,11.321,0.0,,1.73,6,0.64,12.935755,77.6208599,4.958,15.306,1.57,2.4,0.066,1.569,True,moving,0.9,4.36,636,0,2,0.48
854,170.6,12.9357192,77.620869,5.945,11.321,0.0,,1.73,6,0.84,12.935758,77.62086,4.969,15.64,1.57,2.4,0.066,1.569,True,moving,0.9,4.36,636,0,2,0.68
855,170.8,12.9357192,77.620869,5.945,11.321,0.0,,1.37,7,0.04,12.9357458,77.6208634,5.338,14.282,0.9,13.4,0.209,0.875,True,moving,1.11,4.76,637,0,2,0.02
856,171.0,12.9357192,77.620869,5.945,11.321,0.0,,1.37,7,0.24,12.9357475,77.6208638,5.381,14.472,0.9,13.4,0.209,0.875,True,moving,1.11,4.76,637,0,2,0.23
857,171.2,12.9357192,77.620869,5.945,11.321,0.0,,1.37,7,0.43,12.9357475,77.6208638,5.381,14.472,0.9,13.4,0.209,0.875,True,moving,1.11,4.76,637,0,2,0.42
858,171.4,12.9357192,77.620869,5.945,11.321,0.0,,1.37,7,0.63,12.9357492,77.6208642,5.425,14.661,0.9,13.4,0.209,0.875,True,moving,1.11,4.76,637,0,2,0.62
859,171.6,12.9357192,77.620869,5.945,11.321,0.0,,1.37,7,0.84,12.9357509,77.6208646,5.468,14.85,0.9,13.4,0.209,0.875,True,moving,1.11,4.76,637,0,2,0.82
860,171.8,12.9357377,77.6208927,8.517,13.381,1.31,,1.73,6,0.04,12.9357526,77.620865,5.512,15.039,0.9,13.4,0.209,0.875,True,moving,1.11,4.76,637,0,2,1.02
861,172.0,12.9357377,77.6208927,8.517,13.381,1.31,,1.73,6,0.24,12.9357547,77.6208691,5.956,15.273,1.28,1.2,0.027,1.28,True,moving,0.63,3.49,638,0,2,0.15
862,172.2,12.9357377,77.6208927,8.517,13.381,1.31,,1.73,6,0.44,12.9357572,77.6208692,5.967,15.551,1.28,1.2,0.027,1.28,True,moving,0.63,3.49,638,0,2,0.35
863,172.4,12.9357377,77.6208927,8.517,13.381,1.31,,1.73,6,0.64,12.9357597,77.6208693,5.978,15.83,1.28,1.2,0.027,1.28,True,moving,0.63,3.49,638,0,2,0.55
864,172.6,12.9357377,77.6208927,8.517,13.381,1.31,,1.73,6,0.84,12.9357621,77.6208693,5.978,16.097,1.28,1.2,0.027,1.28,True,moving,0.63,3.49,638,0,2,0.75
865,172.8,12.9357377,77.6208927,8.517,13.381,0.0,,1.73,6,0.04,12.9357646,77.6208694,5.989,16.375,1.28,1.2,0.027,1.28,True,moving,0.63,3.49,638,0,2,0.95
866,173.0,12.9357377,77.6208927,8.517,13.381,0.0,,1.73,6,0.24,12.935761,77.6208742,6.51,15.974,1.14,7.1,0.141,1.131,True,moving,0.85,4.13,639,0,2,0.08
867,173.2,12.9357377,77.6208927,8.517,13.381,0.0,,1.73,6,0.44,12.9357632,77.6208745,6.542,16.219,1.14,7.1,0.141,1.131,True,moving,0.85,4.13,639,0,2,0.28
868,173.4,12.9357377,77.6208927,8.517,13.381,0.0,,1.73,6,0.64,12.9357653,77.6208748,6.575,16.453,1.14,7.1,0.141,1.131,True,moving,0.85,4.13,639,0,2,0.48
869,173.6,12.9357377,77.6208927,8.517,13.381,0.0,,1.73,6,0.84,12.9357675,77.620875,6.596,16.698,1.14,7.1,0.141,1.131,True,moving,0.85,4.13,639,0,2,0.68
870,173.8,12.9357377,77.6208927,8.517,13.381,0.0,,1.73,6,0.04,12.9357612,77.6208799,7.128,15.997,0.83,24.6,0.346,0.755,True,moving,0.8,4.02,640,0,2,0.03
871,174.0,12.9357377,77.6208927,8.517,13.381,0.0,,1.73,6,0.24,12.9357626,77.6208806,7.204,16.152,0.83,24.6,0.346,0.755,True,moving,0.8,4.02,640,0,2,0.23
872,174.2,12.9357377,77.6208927,8.517,13.381,0.0,,1.73,6,0.45,12.9357641,77.6208813,7.28,16.319,0.83,24.6,0.346,0.755,True,moving,0.8,4.02,640,0,2,0.44
873,174.4,12.9357377,77.6208927,8.517,13.381,0.0,,1.73,6,0.64,12.9357641,77.6208813,7.28,16.319,0.83,24.6,0.346,0.755,True,moving,0.8,4.02,640,0,2,0.63
874,174.6,12.9357377,77.6208927,8.517,13.381,0.0,,1.73,6,0.84,12.9357655,77.620882,7.356,16.475,0.83,24.6,0.346,0.755,True,moving,0.8,4.02,640,0,2,0.83
875,174.8,12.935753,77.6208985,9.146,15.084,1.1,,1.73,6,0.04,12.935767,77.6208826,7.421,16.642,0.83,24.6,0.346,0.755,True,moving,0.8,4.02,640,0,2,1.03
876,175.0,12.935753,77.6208985,9.146,15.084,1.1,,1.73,6,0.24,12.9357681,77.6208835,7.519,16.765,1.08,1.3,0.025,1.08,True,moving,0.42,2.38,641,0,2,0.16
877,175.2,12.935753,77.6208985,9.146,15.084,1.1,,1.73,6,0.44,12.9357702,77.6208835,7.519,16.998,1.08,1.3,0.025,1.08,True,moving,0.42,2.38,641,0,2,0.36
878,175.4,12.935753,77.6208985,9.146,15.084,1.1,,1.73,6,0.64,12.9357722,77.6208836,7.53,17.221,1.08,1.3,0.025,1.08,True,moving,0.42,2.38,641,0,2,0.56
879,175.6,12.935753,77.6208985,9.146,15.084,1.1,,1.73,6,0.84,12.9357743,77.6208836,7.53,17.455,1.08,1.3,0.025,1.08,True,moving,0.42,2.38,641,0,2,0.76
880,175.8,12.935753,77.6208985,9.146,15.084,0.0,,1.73,6,0.04,12.9357764,77.6208837,7.54,17.689,1.08,1.3,0.025,1.08,True,moving,0.42,2.38,641,0,2,0.96
881,176.0,12.935753,77.6208985,9.146,15.084,0.0,,1.73,6,0.24,12.9357729,77.6208869,7.888,17.299,0.95,5.8,0.096,0.945,True,moving,0.67,3.26,642,0,2,0.09
882,176.2,12.935753,77.6208985,9.146,15.084,0.0,,1.73,6,0.44,12.9357748,77.6208871,7.909,17.511,0.95,5.8,0.096,0.945,True,moving,0.67,3.26,642,0,2,0.29
883,176.4,12.935753,77.6208985,9.146,15.084,0.0,,1.73,6,0.64,12.9357766,77.6208873,7.931,17.711,0.95,5.8,0.096,0.945,True,moving,0.67,3.26,642,0,2,0.49
884,176.6,12.935753,77.6208985,9.146,15.084,0.0,,1.73,6,0.84,12.9357785,77.6208875,7.953,17.922,0.95,5.8,0.096,0.945,True,moving,0.67,3.26,642,0,2,0.69
885,176.8,12.935753,77.6209098,10.372,15.084,1.41,,1.73,6,0.04,12.9357782,77.6208913,8.365,17.889,1.37,0.7,0.017,1.37,True,moving,0.76,3.87,643,0,2,0.03
886,177.0,12.935753,77.6209098,10.372,15.084,1.41,,1.73,6,0.24,12.9357809,77.6208913,8.365,18.19,1.37,0.7,0.017,1.37,True,moving,0.76,3.87,643,0,2,0.24
887,177.2,12.935753,77.6209098,10.372,15.084,1.41,,1.73,6,0.44,12.9357809,77.6208913,8.365,18.19,1.37,0.7,0.017,1.37,True,moving,0.76,3.87,643,0,2,0.43
888,177.4,12.935753,77.6209098,10.372,15.084,1.41,,1.73,6,0.64,12.9357837,77.6208913,8.365,18.501,1.37,0.7,0.017,1.37,True,moving,0.76,3.87,643,0,2,0.63
889,177.6,12.935753,77.6209098,10.372,15.084,1.41,,1.73,6,0.84,12.9357863,77.6208914,8.376,18.791,1.37,0.7,0.017,1.37,True,moving,0.76,3.87,643,0,2,0.83
890,177.8,12.9357508,77.6209115,10.557,14.839,1.21,,1.73,6,0.04,12.935789,77.6208914,8.376,19.091,1.37,0.7,0.017,1.37,True,moving,0.76,3.87,643,0,2,1.03
891,178.0,12.9357508,77.6209115,10.557,14.839,1.21,,1.73,6,0.23,12.9357838,77.6208948,8.745,18.512,1.21,0.4,0.008,1.21,True,moving,1.04,5.04,644,0,2,0.14
892,178.2,12.9357508,77.6209115,10.557,14.839,1.21,,1.73,6,0.43,12.9357861,77.6208949,8.756,18.768,1.21,0.4,0.008,1.21,True,moving,1.04,5.04,644,0,2,0.34
893,178.4,12.9357508,77.6209115,10.557,14.839,1.21,,1.73,6,0.64,12.9357884,77.6208949,8.756,19.025,1.21,0.4,0.008,1.21,True,moving,1.04,5.04,644,0,2,0.54
894,178.6,12.9357508,77.6209115,10.557,14.839,1.21,,1.73,6,0.84,12.9357908,77.6208949,8.756,19.292,1.21,0.4,0.008,1.21,True,moving,1.04,5.04,644,0,2,0.74
895,178.8,12.9357592,77.6209188,11.349,15.774,1.44,,1.73,6,0.04,12.9357931,77.6208949,8.756,19.548,1.21,0.4,0.008,1.21,True,moving,1.04,5.04,644,0,2,0.94
896,179.0,12.9357592,77.6209188,11.349,15.774,1.44,,1.73,6,0.24,12.9357907,77.6208987,9.168,19.281,1.41,0.4,0.01,1.41,True,moving,1.0,4.79,645,0,2,0.07
897,179.2,12.9357592,77.6209188,11.349,15.774,1.44,,1.73,6,0.43,12.9357934,77.6208987,9.168,19.581,1.41,0.4,0.01,1.41,True,moving,1.0,4.79,645,0,2,0.27
898,179.4,12.9357592,77.6209188,11.349,15.774,1.44,,1.73,6,0.63,12.9357961,77.6208987,9.168,19.882,1.41,0.4,0.01,1.41,True,moving,1.0,4.79,645,0,2,0.47
899,179.6,12.9357592,77.6209188,11.349,15.774,1.44,,1.73,6,0.83,12.9357988,77.6208987,9.168,20.182,1.41,0.4,0.01,1.41,True,moving,1.0,4.79,645,0,2,0.67
900,179.8,12.9357738,77.6209297,12.531,17.399,2.6,,1.73,6,0.04,12.9358018,77.6209031,9.645,20.516,2.49,0.2,0.009,2.49,True,moving,0.97,4.56,646,0,2,0.02
