sample_index,t_elapsed_sec,raw_lat,raw_lon,raw_enu_e,raw_enu_n,raw_speed_mps,raw_course_deg,raw_hdop,raw_sats,gnss_age_sec,filt_lat,filt_lon,filt_enu_e,filt_enu_n,filt_speed_mps,filt_course_deg,filt_ve,filt_vn,is_filtered,filter_mode,innovation_dist_m,displacement_m,accepted_count,rejected_count,reseed_count,filter_gnss_age_sec
559,111.6,12.935688,77.6208057,-0.922,7.848,0.0,,1.38,6,0.84,12.9357045,77.6208053,-0.966,9.685,1.04,172.4,0.138,-1.031,True,moving,1.02,4.94,577,0,2,0.81
560,111.8,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.04,12.9357025,77.6208056,-0.933,9.462,1.04,172.4,0.138,-1.031,True,moving,1.02,4.94,577,0,2,1.01
561,112.0,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.24,12.9356952,77.6208058,-0.911,8.65,1.26,173.9,0.134,-1.253,True,moving,0.24,1.39,578,0,2,0.14
562,112.2,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.44,12.9356928,77.6208061,-0.879,8.382,1.26,173.9,0.134,-1.253,True,moving,0.24,1.39,578,0,2,0.34
563,112.4,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.64,12.9356904,77.6208063,-0.857,8.115,1.26,173.9,0.134,-1.253,True,moving,0.24,1.39,578,0,2,0.54
564,112.6,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.84,12.935688,77.6208066,-0.825,7.848,1.26,173.9,0.134,-1.253,True,moving,0.24,1.39,578,0,2,0.74
565,112.8,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.04,12.9356856,77.6208069,-0.792,7.581,1.26,173.9,0.134,-1.253,True,moving,0.24,1.39,578,0,2,0.94
566,113.0,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.24,12.9356855,77.6208064,-0.846,7.57,1.16,174.7,0.107,-1.155,True,moving,0.09,0.56,579,0,2,0.06
567,113.2,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.44,12.9356833,77.6208067,-0.814,7.325,1.16,174.7,0.107,-1.155,True,moving,0.09,0.56,579,0,2,0.26
568,113.4,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.64,12.935681,77.6208069,-0.792,7.069,1.16,174.7,0.107,-1.155,True,moving,0.09,0.56,579,0,2,0.47
569,113.6,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.84,12.9356787,77.6208071,-0.77,6.813,1.16,174.7,0.107,-1.155,True,moving,0.09,0.56,579,0,2,0.67
570,113.8,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.04,12.9356787,77.6208071,-0.77,6.813,1.16,174.7,0.107,-1.155,True,moving,0.09,0.56,579,0,2,0.86
571,114.0,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.24,12.935682,77.6208065,-0.835,7.18,0.93,175.3,0.076,-0.927,True,moving,0.22,1.31,580,0,2,0.18
572,114.2,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.44,12.9356802,77.6208067,-0.814,6.98,0.93,175.3,0.076,-0.927,True,moving,0.22,1.31,580,0,2,0.38
573,114.4,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.64,12.9356784,77.6208068,-0.803,6.779,0.93,175.3,0.076,-0.927,True,moving,0.22,1.31,580,0,2,0.58
574,114.6,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.84,12.9356766,77.620807,-0.781,6.579,0.93,175.3,0.076,-0.927,True,moving,0.22,1.31,580,0,2,0.78
575,114.8,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.04,12.9356748,77.6208071,-0.77,6.379,0.93,175.3,0.076,-0.927,True,moving,0.22,1.31,580,0,2,0.98
576,115.0,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.24,12.9356808,77.6208065,-0.835,7.047,0.61,175.9,0.044,-0.608,True,moving,0.27,1.68,581,0,2,0.11
577,115.2,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.44,12.9356796,77.6208065,-0.835,6.913,0.61,175.9,0.044,-0.608,True,moving,0.27,1.68,581,0,2,0.31
578,115.4,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.64,12.9356785,77.6208066,-0.825,6.79,0.61,175.9,0.044,-0.608,True,moving,0.27,1.68,581,0,2,0.51
579,115.6,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.84,12.9356773,77.6208067,-0.814,6.657,0.61,175.9,0.044,-0.608,True,moving,0.27,1.68,581,0,2,0.71
580,115.8,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.04,12.9356761,77.6208068,-0.803,6.523,0.61,175.9,0.044,-0.608,True,moving,0.27,1.68,581,0,2,0.91
581,116.0,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.24,12.9356819,77.6208063,-0.857,7.169,0.33,,0.0,0.0,True,stationary,0.23,1.46,582,0,2,0.03
582,116.2,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.44,12.9356813,77.6208063,-0.857,7.102,0.32,,0.0,0.0,True,stationary,0.23,1.46,582,0,2,0.23
583,116.4,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.64,12.9356807,77.6208063,-0.857,7.035,0.3,,0.0,0.0,True,stationary,0.23,1.46,582,0,2,0.44
584,116.6,12.935688,77.6208057,-0.922,7.848,0.0,,1.73,6,0.84,12.9356807,77.6208063,-0.857,7.035,0.3,,0.0,0.0,True,stationary,0.23,1.46,582,0,2,0.63
585,116.8,12.9356748,77.620819,0.521,6.379,1.04,,1.38,6,0.04,12.9356802,77.6208064,-0.846,6.98,0.29,,0.0,0.0,True,stationary,0.23,1.46,582,0,2,0.83
586,117.0,12.9356748,77.620819,0.521,6.379,1.04,,1.38,6,0.24,12.9356926,77.6208106,-0.391,8.36,0.95,1.1,0.018,0.95,True,moving,0.27,1.47,583,0,2,0.17
587,117.2,12.9356748,77.620819,0.521,6.379,1.04,,1.38,6,0.44,12.9356944,77.6208107,-0.38,8.56,0.95,1.1,0.018,0.95,True,moving,0.27,1.47,583,0,2,0.37
588,117.4,12.9356748,77.620819,0.521,6.379,1.04,,1.38,6,0.64,12.9356962,77.6208107,-0.38,8.761,0.95,1.1,0.018,0.95,True,moving,0.27,1.47,583,0,2,0.57
589,117.6,12.9356748,77.620819,0.521,6.379,1.04,,1.38,6,0.84,12.935698,77.6208107,-0.38,8.961,0.95,1.1,0.018,0.95,True,moving,0.27,1.47,583,0,2,0.77
590,117.8,12.935679,77.620827,1.389,6.846,1.91,,1.38,6,0.04,12.9356999,77.6208108,-0.369,9.173,0.95,1.1,0.018,0.95,True,moving,0.27,1.47,583,0,2,0.97
591,118.0,12.935679,77.620827,1.389,6.846,1.91,,1.38,6,0.24,12.9356992,77.6208152,0.108,9.095,1.83,0.3,0.01,1.83,True,moving,0.74,3.08,584,0,2,0.11
592,118.2,12.935679,77.620827,1.389,6.846,1.91,,1.38,6,0.44,12.9357027,77.6208152,0.108,9.484,1.83,0.3,0.01,1.83,True,moving,0.74,3.08,584,0,2,0.31
593,118.4,12.935679,77.620827,1.389,6.846,1.91,,1.38,6,0.64,12.9357062,77.6208152,0.108,9.874,1.83,0.3,0.01,1.83,True,moving,0.74,3.08,584,0,2,0.51
594,118.6,12.935679,77.620827,1.389,6.846,1.91,,1.38,6,0.84,12.9357097,77.6208153,0.119,10.264,1.83,0.3,0.01,1.83,True,moving,0.74,3.08,584,0,2,0.71
595,118.8,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.03,12.9357134,77.6208153,0.119,10.676,1.83,0.3,0.01,1.83,True,moving,0.74,3.08,584,0,2,0.91
596,119.0,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.23,12.9357072,77.6208183,0.445,9.985,1.56,3.3,0.09,1.557,True,moving,1.1,4.42,585,0,2,0.03
597,119.2,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.46,12.9357103,77.6208185,0.467,10.33,1.56,3.3,0.09,1.557,True,moving,1.1,4.42,585,0,2,0.25
598,119.4,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.63,12.9357103,77.6208185,0.467,10.33,1.56,3.3,0.09,1.557,True,moving,1.1,4.42,585,0,2,0.43
599,119.6,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.83,12.9357135,77.6208187,0.488,10.687,1.56,3.3,0.09,1.557,True,moving,1.1,4.42,585,0,2,0.63
600,119.8,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.04,12.9357165,77.6208189,0.51,11.021,1.56,3.3,0.09,1.557,True,moving,1.1,4.42,585,0,2,0.83
601,120.0,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.24,12.935706,77.6208217,0.814,9.852,0.9,14.3,0.222,0.872,True,moving,1.09,4.59,586,0,2,0.15
602,120.2,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.44,12.9357077,77.6208222,0.868,10.041,0.9,14.3,0.222,0.872,True,moving,1.09,4.59,586,0,2,0.35
603,120.4,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.64,12.9357093,77.6208226,0.911,10.219,0.9,14.3,0.222,0.872,True,moving,1.09,4.59,586,0,2,0.55
604,120.6,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.84,12.935711,77.620823,0.955,10.408,0.9,14.3,0.222,0.872,True,moving,1.09,4.59,586,0,2,0.75
605,120.8,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.04,12.9357127,77.6208235,1.009,10.598,0.9,14.3,0.222,0.872,True,moving,1.09,4.59,586,0,2,0.95
606,121.0,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.24,12.9356971,77.6208254,1.215,8.861,0.3,,0.0,0.0,True,stationary,0.82,3.95,587,0,2,0.07
607,121.2,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.44,12.9356971,77.620826,1.28,8.861,0.29,,0.0,0.0,True,stationary,0.82,3.95,587,0,2,0.27
608,121.4,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.64,12.935697,77.6208265,1.334,8.85,0.27,,0.0,0.0,True,stationary,0.82,3.95,587,0,2,0.47
609,121.6,12.935679,77.620827,1.389,6.846,0.0,,1.38,6,0.84,12.935697,77.620827,1.389,8.85,0.26,,0.0,0.0,True,stationary,0.82,3.95,587,0,2,0.67
610,121.8,12.9356605,77.6208257,1.248,4.787,1.16,,1.38,6,0.04,12.9357028,77.620824,1.063,9.496,1.03,0.8,0.014,1.03,True,moving,0.82,4.06,588,0,2,0.02
611,122.0,12.9356605,77.6208257,1.248,4.787,1.16,,1.38,6,0.24,12.9357028,77.620824,1.063,9.496,1.03,0.8,0.014,1.03,True,moving,0.82,4.06,588,0,2,0.21
612,122.2,12.9356605,77.6208257,1.248,4.787,1.16,,1.38,6,0.44,12.9357049,77.620824,1.063,9.729,1.03,0.8,0.014,1.03,True,moving,0.82,4.06,588,0,2,0.41
613,122.4,12.9356605,77.6208257,1.248,4.787,1.16,,1.38,6,0.64,12.9357068,77.6208241,1.074,9.941,1.03,0.8,0.014,1.03,True,moving,0.82,4.06,588,0,2,0.61
614,122.6,12.9356605,77.6208257,1.248,4.787,1.16,,1.38,6,0.84,12.9357088,77.6208241,1.074,10.163,1.03,0.8,0.014,1.03,True,moving,0.82,4.06,588,0,2,0.82
615,122.8,12.9356513,77.6208218,0.825,3.763,1.17,,1.38,6,0.04,12.9357108,77.6208241,1.074,10.386,1.03,0.8,0.014,1.03,True,moving,0.82,4.06,588,0,2,1.02
616,123.0,12.9356513,77.6208218,0.825,3.763,1.17,,1.38,6,0.24,12.9357006,77.6208236,1.02,9.251,1.12,360.0,-0.0,1.12,True,moving,1.72,6.84,589,0,2,0.13
617,123.2,12.9356513,77.6208218,0.825,3.763,1.17,,1.38,6,0.44,12.9357028,77.6208236,1.02,9.496,1.12,360.0,-0.0,1.12,True,moving,1.72,6.84,589,0,2,0.33
618,123.4,12.9356513,77.6208218,0.825,3.763,1.17,,1.38,6,0.64,12.9357049,77.6208236,1.02,9.729,1.12,360.0,-0.0,1.12,True,moving,1.72,6.84,589,0,2,0.53
619,123.6,12.9356513,77.6208218,0.825,3.763,1.17,,1.38,6,0.84,12.935707,77.6208236,1.02,9.963,1.12,360.0,-0.0,1.12,True,moving,1.72,6.84,589,0,2,0.73
620,123.8,12.9356513,77.6208218,0.825,3.763,0.0,,1.38,6,0.04,12.9357092,77.6208236,1.02,10.208,1.12,360.0,-0.0,1.12,True,moving,1.72,6.84,589,0,2,0.93
621,124.0,12.9356513,77.6208218,0.825,3.763,0.0,,1.38,6,0.24,12.9356982,77.6208232,0.976,8.983,0.69,358.9,-0.013,0.69,True,moving,1.71,6.69,590,0,2,0.06
622,124.2,12.9356513,77.6208218,0.825,3.763,0.0,,1.38,6,0.44,12.9356995,77.6208232,0.976,9.128,0.69,358.9,-0.013,0.69,True,moving,1.71,6.69,590,0,2,0.26
623,124.4,12.9356513,77.6208218,0.825,3.763,0.0,,1.38,6,0.64,12.9357008,77.6208232,0.976,9.273,0.69,358.9,-0.013,0.69,True,moving,1.71,6.69,590,0,2,0.46
624,124.6,12.9356513,77.6208218,0.825,3.763,0.0,,1.38,6,0.84,12.9357021,77.6208231,0.966,9.418,0.69,358.9,-0.013,0.69,True,moving,1.71,6.69,590,0,2,0.66
625,124.8,12.9356513,77.6208218,0.825,3.763,0.0,,1.38,6,0.04,12.9356872,77.6208227,0.922,7.759,0.21,,0.0,0.0,True,stationary,1.4,5.81,591,0,2,0.02
626,125.0,12.9356513,77.6208218,0.825,3.763,0.0,,1.38,6,0.24,12.9356872,77.6208227,0.922,7.759,0.21,,0.0,0.0,True,stationary,1.4,5.81,591,0,2,0.21
627,125.2,12.9356513,77.6208218,0.825,3.763,0.0,,1.38,6,0.44,12.9356868,77.6208226,0.911,7.714,0.2,,0.0,0.0,True,stationary,1.4,5.81,591,0,2,0.41
628,125.4,12.9356513,77.6208218,0.825,3.763,0.0,,1.38,6,0.64,12.9356865,77.6208226,0.911,7.681,0.19,,0.0,0.0,True,stationary,1.4,5.81,591,0,2,0.61
629,125.6,12.9356513,77.6208218,0.825,3.763,0.0,,1.38,6,0.84,12.9356861,77.6208225,0.901,7.637,0.18,,0.0,0.0,True,stationary,1.4,5.81,591,0,2,0.81
630,125.8,12.9356513,77.6208218,0.825,3.763,0.0,,1.49,6,0.04,12.9356858,77.6208224,0.89,7.603,0.17,,0.0,0.0,True,stationary,1.4,5.81,591,0,2,1.01
631,126.0,12.9356513,77.6208218,0.825,3.763,0.0,,1.49,6,0.23,12.9356708,77.6208221,0.857,5.933,0.86,182.6,-0.039,-0.859,True,moving,0.77,3.81,592,0,2,0.13
632,126.2,12.9356513,77.6208218,0.825,3.763,0.0,,1.49,6,0.44,12.9356692,77.6208221,0.857,5.755,0.86,182.6,-0.039,-0.859,True,moving,0.77,3.81,592,0,2,0.34
633,126.4,12.9356513,77.6208218,0.825,3.763,0.0,,1.49,6,0.64,12.9356675,77.620822,0.846,5.566,0.86,182.6,-0.039,-0.859,True,moving,0.77,3.81,592,0,2,0.53
634,126.6,12.9356513,77.6208218,0.825,3.763,0.0,,1.49,6,0.84,12.9356659,77.6208219,0.835,5.388,0.86,182.6,-0.039,-0.859,True,moving,0.77,3.81,592,0,2,0.73
635,126.8,12.9356513,77.6208218,0.825,3.763,0.0,,1.49,6,0.04,12.9356642,77.6208218,0.825,5.199,0.86,182.6,-0.039,-0.859,True,moving,0.77,3.81,592,0,2,0.93
636,127.0,12.9356513,77.6208218,0.825,3.763,0.0,,1.49,6,0.24,12.9356569,77.6208218,0.825,4.386,1.09,182.0,-0.038,-1.089,True,moving,0.24,1.25,593,0,2,0.06
637,127.2,12.9356513,77.6208218,0.825,3.763,0.0,,1.49,6,0.44,12.9356548,77.6208217,0.814,4.152,1.09,182.0,-0.038,-1.089,True,moving,0.24,1.25,593,0,2,0.26
638,127.4,12.9356513,77.6208218,0.825,3.763,0.0,,1.49,6,0.64,12.9356527,77.6208216,0.803,3.918,1.09,182.0,-0.038,-1.089,True,moving,0.24,1.25,593,0,2,0.46
639,127.6,12.9356513,77.6208218,0.825,3.763,0.0,,1.49,6,0.84,12.9356507,77.6208215,0.792,3.696,1.09,182.0,-0.038,-1.089,True,moving,0.24,1.25,593,0,2,0.66
640,127.8,12.9356438,77.6208293,1.638,2.928,2.26,,1.38,6,0.05,12.9356743,77.6208245,1.117,6.323,2.1,0.2,0.007,2.1,True,moving,0.2,1.0,594,0,2,0.02
641,128.0,12.9356438,77.6208293,1.638,2.928,2.26,,1.38,6,0.24,12.9356743,77.6208245,1.117,6.323,2.1,0.2,0.007,2.1,True,moving,0.2,1.0,594,0,2,0.21
642,128.2,12.9356438,77.6208293,1.638,2.928,2.26,,1.38,6,0.44,12.9356785,77.6208245,1.117,6.79,2.1,0.2,0.007,2.1,True,moving,0.2,1.0,594,0,2,0.41
643,128.4,12.9356438,77.6208293,1.638,2.928,2.26,,1.38,6,0.64,12.9356825,77.6208245,1.117,7.236,2.1,0.2,0.007,2.1,True,moving,0.2,1.0,594,0,2,0.61
644,128.6,12.9356438,77.6208293,1.638,2.928,2.26,,1.38,6,0.84,12.9356865,77.6208245,1.117,7.681,2.1,0.2,0.007,2.1,True,moving,0.2,1.0,594,0,2,0.81
645,128.8,12.9356438,77.6208293,1.638,2.928,0.0,,1.38,6,0.04,12.9356906,77.6208245,1.117,8.137,2.1,0.2,0.007,2.1,True,moving,0.2,1.0,594,0,2,1.01
646,129.0,12.9356438,77.6208293,1.638,2.928,0.0,,1.38,6,0.24,12.9356794,77.620826,1.28,6.891,1.74,1.3,0.039,1.74,True,moving,1.38,5.68,595,0,2,0.13
647,129.2,12.9356438,77.6208293,1.638,2.928,0.0,,1.38,6,0.44,12.9356827,77.6208261,1.291,7.258,1.74,1.3,0.039,1.74,True,moving,1.38,5.68,595,0,2,0.33
648,129.4,12.9356438,77.6208293,1.638,2.928,0.0,,1.38,6,0.64,12.935686,77.6208261,1.291,7.625,1.74,1.3,0.039,1.74,True,moving,1.38,5.68,595,0,2,0.53
649,129.6,12.9356438,77.6208293,1.638,2.928,0.0,,1.38,6,0.84,12.9356893,77.6208262,1.302,7.993,1.74,1.3,0.039,1.74,True,moving,1.38,5.68,595,0,2,0.73
650,129.8,12.9356438,77.6208293,1.638,2.928,0.0,,1.38,6,0.04,12.9356927,77.6208263,1.313,8.371,1.74,1.3,0.039,1.74,True,moving,1.38,5.68,595,0,2,0.93
651,130.0,12.9356438,77.6208293,1.638,2.928,0.0,,1.38,6,0.24,12.9356757,77.6208275,1.443,6.479,0.76,6.9,0.091,0.754,True,moving,1.32,5.82,596,0,2,0.06
652,130.2,12.9356438,77.6208293,1.638,2.928,0.0,,1.38,6,0.44,12.9356772,77.6208277,1.465,6.646,0.76,6.9,0.091,0.754,True,moving,1.32,5.82,596,0,2,0.26
653,130.4,12.9356438,77.6208293,1.638,2.928,0.0,,1.38,6,0.64,12.9356786,77.6208279,1.486,6.802,0.76,6.9,0.091,0.754,True,moving,1.32,5.82,596,0,2,0.46
654,130.6,12.9356438,77.6208293,1.638,2.928,0.0,,1.38,6,0.84,12.9356801,77.6208281,1.508,6.969,0.76,6.9,0.091,0.754,True,moving,1.32,5.82,596,0,2,0.66
655,130.8,12.9356447,77.6208193,0.553,3.028,1.18,,1.38,6,0.05,12.9356746,77.620825,1.172,6.356,1.13,359.8,-0.004,1.13,True,moving,0.9,4.21,597,0,2,0.02
656,131.0,12.9356447,77.6208193,0.553,3.028,1.18,,1.38,6,0.24,12.9356746,77.620825,1.172,6.356,1.13,359.8,-0.004,1.13,True,moving,0.9,4.21,597,0,2,0.21
657,131.2,12.9356447,77.6208193,0.553,3.028,1.18,,1.38,6,0.44,12.9356769,77.620825,1.172,6.612,1.13,359.8,-0.004,1.13,True,moving,0.9,4.21,597,0,2,0.41
658,131.4,12.9356447,77.6208193,0.553,3.028,1.18,,1.38,6,0.64,12.935679,77.620825,1.172,6.846,1.13,359.8,-0.004,1.13,True,moving,0.9,4.21,597,0,2,0.61
659,131.6,12.9356447,77.6208193,0.553,3.028,1.18,,1.38,6,0.84,12.9356812,77.620825,1.172,7.091,1.13,359.8,-0.004,1.13,True,moving,0.9,4.21,597,0,2,0.81
660,131.8,12.9356527,77.6208087,-0.597,3.918,1.18,,1.38,6,0.04,12.9356833,77.620825,1.172,7.325,1.13,359.8,-0.004,1.13,True,moving,0.9,4.21,597,0,2,1.01
661,132.0,12.9356527,77.6208087,-0.597,3.918,1.18,,1.38,6,0.24,12.9356781,77.6208212,0.759,6.746,1.16,359.6,-0.008,1.16,True,moving,1.01,4.05,598,0,2,0.14
662,132.2,12.9356527,77.6208087,-0.597,3.918,1.18,,1.38,6,0.44,12.9356803,77.6208212,0.759,6.991,1.16,359.6,-0.008,1.16,True,moving,1.01,4.05,598,0,2,0.34
663,132.4,12.9356527,77.6208087,-0.597,3.918,1.18,,1.38,6,0.64,12.9356825,77.6208212,0.759,7.236,1.16,359.6,-0.008,1.16,True,moving,1.01,4.05,598,0,2,0.54
664,132.6,12.9356527,77.6208087,-0.597,3.918,1.18,,1.38,6,0.84,12.9356847,77.6208212,0.759,7.481,1.16,359.6,-0.008,1.16,True,moving,1.01,4.05,598,0,2,0.74
665,132.8,12.9356527,77.6208087,-0.597,3.918,0.0,,1.38,6,0.04,12.9356869,77.6208211,0.749,7.726,1.16,359.6,-0.008,1.16,True,moving,1.01,4.05,598,0,2,0.94
666,133.0,12.9356527,77.6208087,-0.597,3.918,0.0,,1.38,6,0.24,12.9356807,77.6208182,0.434,7.035,0.9,354.0,-0.094,0.895,True,moving,1.09,4.28,599,0,2,0.07
667,133.2,12.9356527,77.6208087,-0.597,3.918,0.0,,1.38,6,0.44,12.9356824,77.6208181,0.423,7.225,0.9,354.0,-0.094,0.895,True,moving,1.09,4.28,599,0,2,0.27
668,133.4,12.9356527,77.6208087,-0.597,3.918,0.0,,1.38,6,0.64,12.9356841,77.6208179,0.401,7.414,0.9,354.0,-0.094,0.895,True,moving,1.09,4.28,599,0,2,0.47
669,133.6,12.9356527,77.6208087,-0.597,3.918,0.0,,1.38,6,0.84,12.9356859,77.6208177,0.38,7.614,0.9,354.0,-0.094,0.895,True,moving,1.09,4.28,599,0,2,0.67
670,133.8,12.9356527,77.6208087,-0.597,3.918,0.0,,1.38,6,0.04,12.9356765,77.6208147,0.054,6.568,0.39,,0.0,0.0,True,stationary,0.96,4.0,600,0,2,0.02
671,134.0,12.9356527,77.6208087,-0.597,3.918,0.0,,1.38,6,0.24,12.9356765,77.6208147,0.054,6.568,0.39,,0.0,0.0,True,stationary,0.96,4.0,600,0,2,0.22
672,134.2,12.9356527,77.6208087,-0.597,3.918,0.0,,1.38,6,0.44,12.9356772,77.6208142,0.0,6.646,0.37,,0.0,0.0,True,stationary,0.96,4.0,600,0,2,0.42
673,134.4,12.9356527,77.6208087,-0.597,3.918,0.0,,1.38,6,0.64,12.9356777,77.6208138,-0.043,6.701,0.36,,0.0,0.0,True,stationary,0.96,4.0,600,0,2,0.62
674,134.6,12.9356527,77.6208087,-0.597,3.918,0.0,,1.38,6,0.84,12.9356782,77.6208134,-0.087,6.757,0.34,,0.0,0.0,True,stationary,0.96,4.0,600,0,2,0.82
675,134.8,12.9356452,77.6207935,-2.246,3.084,1.27,,1.38,6,0.04,12.9356788,77.620813,-0.13,6.824,0.33,,0.0,0.0,True,stationary,0.96,4.0,600,0,2,1.02
676,135.0,12.9356452,77.6207935,-2.246,3.084,1.27,,1.38,6,0.24,12.9356857,77.6208114,-0.304,7.592,1.14,357.8,-0.044,1.139,True,moving,0.91,4.32,601,0,2,0.12
677,135.2,12.9356452,77.6207935,-2.246,3.084,1.27,,1.38,6,0.44,12.9356879,77.6208113,-0.315,7.837,1.14,357.8,-0.044,1.139,True,moving,0.91,4.32,601,0,2,0.32
678,135.4,12.9356452,77.6207935,-2.246,3.084,1.27,,1.38,6,0.64,12.9356901,77.6208112,-0.325,8.082,1.14,357.8,-0.044,1.139,True,moving,0.91,4.32,601,0,2,0.52
679,135.6,12.9356452,77.6207935,-2.246,3.084,1.27,,1.38,6,0.84,12.9356923,77.6208111,-0.336,8.327,1.14,357.8,-0.044,1.139,True,moving,0.91,4.32,601,0,2,0.72
680,135.8,12.9356452,77.6207935,-2.246,3.084,0.0,,1.7,6,0.04,12.9356945,77.6208111,-0.336,8.572,1.14,357.8,-0.044,1.139,True,moving,0.91,4.32,601,0,2,0.92
681,136.0,12.9356452,77.6207935,-2.246,3.084,0.0,,1.7,6,0.24,12.9356885,77.6208082,-0.651,7.904,0.85,350.3,-0.143,0.838,True,moving,1.3,6.03,602,0,2,0.05
682,136.2,12.9356452,77.6207935,-2.246,3.084,0.0,,1.7,6,0.44,12.9356901,77.6208079,-0.684,8.082,0.85,350.3,-0.143,0.838,True,moving,1.3,6.03,602,0,2,0.25
683,136.4,12.9356452,77.6207935,-2.246,3.084,0.0,,1.7,6,0.64,12.9356917,77.6208076,-0.716,8.26,0.85,350.3,-0.143,0.838,True,moving,1.3,6.03,602,0,2,0.45
684,136.6,12.9356452,77.6207935,-2.246,3.084,0.0,,1.7,6,0.85,12.9356933,77.6208074,-0.738,8.438,0.85,350.3,-0.143,0.838,True,moving,1.3,6.03,602,0,2,0.66
685,136.8,12.9356465,77.6207982,-1.736,3.228,1.58,,1.73,6,0.04,12.9356933,77.6208074,-0.738,8.438,0.85,350.3,-0.143,0.838,True,moving,1.3,6.03,602,0,2,0.85
686,137.0,12.9356465,77.6207982,-1.736,3.228,1.58,,1.73,6,0.24,12.9356934,77.6208069,-0.792,8.449,1.52,359.6,-0.011,1.52,True,moving,1.1,5.49,603,0,2,0.18
687,137.2,12.9356465,77.6207982,-1.736,3.228,1.58,,1.73,6,0.44,12.9356964,77.6208068,-0.803,8.783,1.52,359.6,-0.011,1.52,True,moving,1.1,5.49,603,0,2,0.38
688,137.4,12.9356465,77.6207982,-1.736,3.228,1.58,,1.73,6,0.64,12.9356993,77.6208068,-0.803,9.106,1.52,359.6,-0.011,1.52,True,moving,1.1,5.49,603,0,2,0.58
689,137.6,12.9356465,77.6207982,-1.736,3.228,1.58,,1.73,6,0.84,12.9357022,77.6208068,-0.803,9.429,1.52,359.6,-0.011,1.52,True,moving,1.1,5.49,603,0,2,0.78
690,137.8,12.9356465,77.6207982,-1.736,3.228,0.0,,1.38,6,0.04,12.935705,77.6208068,-0.803,9.74,1.52,359.6,-0.011,1.52,True,moving,1.1,5.49,603,0,2,0.98
691,138.0,12.9356465,77.6207982,-1.736,3.228,0.0,,1.38,6,0.24,12.9356934,77.6208047,-1.031,8.449,1.06,356.0,-0.074,1.057,True,moving,1.75,6.9,604,0,2,0.11
692,138.2,12.9356465,77.6207982,-1.736,3.228,0.0,,1.38,6,0.44,12.9356954,77.6208046,-1.042,8.672,1.06,356.0,-0.074,1.057,True,moving,1.75,6.9,604,0,2,0.31
693,138.4,12.9356465,77.6207982,-1.736,3.228,0.0,,1.38,6,0.64,12.9356975,77.6208044,-1.063,8.906,1.06,356.0,-0.074,1.057,True,moving,1.75,6.9,604,0,2,0.51
694,138.6,12.9356465,77.6207982,-1.736,3.228,0.0,,1.38,6,0.84,12.9356995,77.6208043,-1.074,9.128,1.06,356.0,-0.074,1.057,True,moving,1.75,6.9,604,0,2,0.71
695,138.8,12.9356465,77.6207982,-1.736,3.228,0.0,,1.38,6,0.04,12.9357015,77.6208041,-1.096,9.351,1.06,356.0,-0.074,1.057,True,moving,1.75,6.9,604,0,2,0.91
